track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,song_hotttnesss,year
TRABYCO128F4271180,Greater Vision,Everyone_ Everywhere_ Everytime,-10.3,135.955,4,10,0,223.76444,0,0
TRABYEY128F933773A,Anti-Flag,This Is NOT a Crass Song,-10.609,141.334,1,6,1,359.6273,0.549342332,1999
TRABYND128F42765BB,Joe Lynn Turner,Soul Searcher,-12.649,86.665,4,5,1,247.7971,0.427446571,0
TRABYOS12903CC4A81,Rickie Lee Jones,Skeletons (Live Acoustic Version),-21.978,70.331,1,7,1,221.12608,0.212045405,0
TRABYSX12903CFC9E4,Hysterie,Imagination,-10.976,130.032,4,0,1,389.642,0,2005
TRABYVN128F429E5CF,Aesop Rock,Flashflood,-6.022,167.909,4,4,1,234.52689,0.638297906,2001
TRABYYZ128F932EB6C,Bobby Vee,What To Do Crying Waiting Hoping Learning The Game,-14.489,117.454,4,7,1,227.05587,0.257416046,0
TRABYZL128F92E639C,Alfredo Gutiérrez,El niño de la calle,-8.521,86.199,4,10,1,130.16771,nan,0
TRABZCL128E0789AED,Shelby Lynne,Old Times Sake,-15.546,121.773,4,7,1,290.97751,0.392008771,2005
TRABZKU12903CBFE15,Tora Tora,Wasted Love,-8.952,140.984,4,9,0,229.8771,0.300592881,0
TRABZOP128F9316E24,Franz Ferdinand,Eleanor Put Your Boots On,-7.329,143.679,1,7,1,195.13424,nan,2005
TRABZPI12903CEB0EC,Hot Chip,Ass Attack (Four Tet Remix),-6.446,126.14,4,1,1,181.02812,0.33888672,2004
TRABZQU128F92ECDEF,Gal Costa,Canta Brasil,-10.844,137.941,4,9,0,193.35791,nan,1981
TRABZRB128F423EFA9,Kathy Mattea,Sally In the Garden,-16.504,146.894,1,1,0,44.64281,0.323112121,2008
TRABZRZ128F42628AD,James Taylor,Steamroller Blues,-10.086,102.756,3,7,1,324.85832,0.546635489,0
TRABZSI128F9329184,Der Moderne Man,Heute,-8.579,147.679,1,4,1,183.30077,0.270775999,0
TRABZSL128F932A529,Jeff Beck,A Day In The Life (Album Version),-7.74,145.917,1,4,0,286.27546,0.771471753,0
TRABZYK12903D000B2,Taboo,Sous la Tour Eiffel,-6.366,131.968,4,9,0,301.71383,0,0
TRABMBK12903CB8E0A,Circular,Mother,-27.806,75.127,1,1,1,59.89832,0.288481643,0
TRABMDN128F4222B61,Fruko Y Sus Tesos,A La Memoria Del Muerto,-6.206,106.769,4,10,0,261.90322,0.697181542,2004
TRABMDW128F14682DD,The Bucketheads,Sayin' Dope,-14.979,120.876,5,9,1,365.71383,0.375984302,1995
TRABMFI128F1476F9F,The Police,When The World Is Running Down_ You Make The Best Of What's Still Around,-10.45,123.657,4,7,1,216.42404,nan,0
TRABMJH128F931DF5D,Kinky,My Bonnie Lies Over the Ocean,-4.179,144.954,4,7,1,101.14567,0.237845943,0
TRABMKI128F422E0BE,The Real Kids,Now You Know,-8.471,147.661,4,11,1,222.11873,0.492299861,1996
TRABMKR128F92CC02B,Eddie Boyd,I'm Sitting Here Waiting,-14.688,84.224,1,2,1,203.36281,nan,0
TRABMRC128F424A707,Tha Chamba,Korrupted - Remix,-6.816,172.287,4,8,0,281.75628,0.192726916,0
TRABMRL12903CD0B4A,Jack Orsen & Taktlo$$,Sex Objekt,-6.609,167.902,4,10,1,200.51546,nan,0
TRABMXM128F930C6D2,Olov Johansson_ Catriona Mckay,Rain / Ekoln,-14.217,74.046,4,7,1,469.68118,nan,0
TRABMYD128F428BD38,Shriekback,Reason With The Beast,-11.661,100.15,1,2,1,113.60608,0.23979456,2005
TRABMZZ128F4249C60,Hatebreed,As Diehard As They Come (Album Version),-3.806,85.771,4,0,0,136.95955,0,2006
TRABUAQ128F4258028,Two Man Advantage,The Sweep,-6.084,210.982,1,0,1,50.83383,0,0
TRABUCZ128F424163A,Green Day,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),-5.66,101.08,4,7,1,340.79302,0.437909889,2005
TRABUDI128F92D0C8C,Ayo,I Love You,-16.113,128.022,4,10,0,229.25016,nan,0
TRABUDK128F14943F3,Donny Hathaway,This Christmas (LP Version),-9.647,92.98,1,5,1,231.18322,0.997758396,0
TRABUGO128F424E920,Chico,Curvy Cola Bottle Body,-3.017,126.938,4,4,0,332.01587,nan,0
TRABUHH12903CA9F20,KALIMBA,Volcán,-6.282,80.484,4,0,1,352.67873,0.450762242,2009
TRABUIN128F93022FF,SKOLD vs. KMFDM,Alkohol,-5.703,127,4,10,0,327.88853,nan,0
TRABUJF128F933ABF7,Architecture In Helsinki,Heart it Races (Frank Tetaz Remix),-7.743,100.032,4,5,0,345.75628,0,0
TRABULK12903CC1559,Wailing Souls,Very Well,-10.275,124.788,4,0,1,214.38649,nan,1979
TRABUML128F4214EBB,Kitaro,Village Attack/ The Arrest,-14.891,143.291,1,8,0,81.50159,0.345802234,1993
TRABUMO12903CBE25F,Alice In Chains,Lesson Learned,-3.91,107.845,4,10,0,256.522,0.824432869,2009
TRABURP128F145D5DC,Bobby Darin,(I Heard That) Lonesome Whistle,-13.876,90.18,3,5,1,163.52608,0,1995
TRABUSZ128F4257BAB,Ini Kamoze,Here Comes The Hotstepper,-9.586,100.342,4,9,0,248.92036,nan,1995
TRABUTR128F9325453,9th Wonder featuring Defcon_ Phonte,Almost Genuine,-7.719,137.534,3,11,1,289.54077,0.525497119,0
TRABUTS128F424416F,The Real Kids,Can't Shake That Girl,-14.934,179.13,4,2,0,148.06159,nan,0
TRABUUH128F4241346,Ill Nino,What You Deserve (Album Version),-4.44,104.984,4,8,1,180.50567,0,2006
TRABUVN128F930633C,De La Ghetto,Es dificil,-6.876,97.02,4,7,1,280.45016,0.646995747,0
TRABUYT128F93069C8,Baroness,The Sweetest Curse,-7.803,176.066,3,10,0,270.52363,0.742185319,2009
TRABUZC128E078603F,DMX / Eve / Jadakiss,We're Back,-2.542,185.094,4,10,0,265.22077,0.604088178,2003
TRABUZC128F4278978,Melt Banana,Talk Like POP,-5.728,86.571,1,10,1,51.61751,0.454042766,0
TRABYAR128F931B1A4,Robben Ford,Something For The Pain,-6.311,111.903,4,9,0,298.37016,0.503381236,2002
TRABYCO128F4271180,Greater Vision,Everyone_ Everywhere_ Everytime,-10.3,135.955,4,10,0,223.76444,0,0
TRABYEY128F933773A,Anti-Flag,This Is NOT a Crass Song,-10.609,141.334,1,6,1,359.6273,0.549342332,1999
TRABYND128F42765BB,Joe Lynn Turner,Soul Searcher,-12.649,86.665,4,5,1,247.7971,0.427446571,0
TRABYOS12903CC4A81,Rickie Lee Jones,Skeletons (Live Acoustic Version),-21.978,70.331,1,7,1,221.12608,0.212045405,0
TRABYSX12903CFC9E4,Hysterie,Imagination,-10.976,130.032,4,0,1,389.642,0,2005
TRABYVN128F429E5CF,Aesop Rock,Flashflood,-6.022,167.909,4,4,1,234.52689,0.638297906,2001
TRABYYZ128F932EB6C,Bobby Vee,What To Do Crying Waiting Hoping Learning The Game,-14.489,117.454,4,7,1,227.05587,0.257416046,0
TRABYZL128F92E639C,Alfredo Gutiérrez,El niño de la calle,-8.521,86.199,4,10,1,130.16771,nan,0
TRABKAS128F42AB822,Erkki Junkkarinen,Rakkauden satu - Histoire d'un Amour -,-9.559,100.612,4,4,0,215.82322,0,0
TRABKBS128F42823EC,A Static Lullaby,God Bless You (Goddamn it),-4.621,80.41,4,7,1,237.42649,0.542307526,2005
TRABKJU128F422A7FE,Scar Symmetry,The Illusionist,-3.536,150.086,4,6,0,271.5424,0.716321271,2006
TRABKMS128F92EAFAA,Oztara,La Route Est Belle,-5.786,191.929,4,3,0,207.51628,nan,2005
TRABKRG128F930641C,Sonia Dersion,Urgence,-8.089,173.936,4,5,0,269.87057,0.247625764,2004
TRABKUJ128F4292445,Christina Aguilera,Pero Me Acuerdo De Tí,-7.834,117.984,4,6,1,266.73587,0.622435137,2000
TRABKZZ128F426A87F,Headhunter,Trapped In Reality,-3.319,153.551,4,8,0,312.76363,0.212045405,0
TRABPAG128F92E2D80,Bobby Bland,Drifting From Town To Town,-10.269,105.927,3,2,0,181.49832,0,2006
TRABPAU128F429C1BD,Headliners,Negativ Song,-4.969,88.001,3,4,1,169.56036,0,2006
TRABPCJ128F930903D,Jane Winther,The Lords Prayer,-16.051,27.163,1,8,1,145.68444,nan,0
TRABPCM128F1473A75,The Rascals,Nubia (LP Version),-9.899,113.058,1,2,0,223.89506,0.405052003,0
TRABPEY128F429F541,Blind Blake,Blake's Worried Blues,-22.825,86.997,1,0,1,186.90567,nan,0
TRABPGO128F931B50C,Emilia,You're My World,-3.235,86.62,4,7,1,174.81098,0.569275651,0
TRABPHE128F42A1E65,Cómplices,Ojos Gitanos,-5.959,100.051,4,0,1,307.56526,0.565451012,1991
TRABPJN128F145DB70,Emilio,Mira Nina,-13.777,205.333,4,10,1,165.22404,nan,0
TRABPJW128F147295E,Nana Caymmi,Solamente Una Vez,-13.774,179.575,1,11,0,216.86812,0.265861049,0
TRABPKX128F14938FE,Kasia Stankiewicz,Zolte Slonie,-7.114,134.051,4,0,1,304.06485,nan,2006
TRABPUI12903CF22CE,Turisas,Sahti Waari,-7.249,160.009,4,0,1,146.59873,0.653815561,2004
TRABPYJ128F92DA476,Chéco Feliciano And Joe King,Nina Nina,-3.865,87.976,7,5,0,273.65832,0.319565987,2006
TRABTBA128F9312BD8,Alan Silvestri,The Joes Mobilize,-10.586,154.172,4,8,1,504.05832,0.301681757,2009
TRABTNM128F92DCC68,Sunnyland Slim,I Got To Quit My Baby,-12.389,150.867,5,9,1,147.77424,nan,0
TRABTNT128F9315009,Byther Smith,So Unhappy,-10.483,94.554,3,0,1,269.7922,0.535575222,2004
TRABTSM128F426AF07,Dusminguet,San Cristobal,-4.314,196.188,4,5,1,199.13098,0.288481643,2001
TRABTTC12903CC34E8,Rudolph Valentino,Kashmiri Love Song,-20.846,101.621,5,7,1,184.73751,nan,1992
TRABTUK128F4232E52,Sylvia Patricia,Marca de Amor Não Sai,-9.393,144.073,4,2,1,259.34322,nan,0
TRABTXS128F92E2FDC,Zeromancer,Ammonite,-6.762,90.027,4,2,1,362.31791,0.675696807,2009
TRABTZP128F92D9357,Regina Belle,If I Ruled The World,-10.72,67.745,4,0,1,274.80771,nan,2004
TRABREH12903CE49E8,Little Freddie King,Bus Station Blues (Live),-12.552,100.011,3,9,1,443.55873,0,0
TRABRGV128E07999DF,Ms. Dynamite,Mr. Prime Minister,-9.903,125.916,3,9,0,286.32771,0.408110884,2005
TRABRKV12903CE589C,Andy Russell,I Love You And You Love Me,-9.186,85.311,1,0,1,156.94322,nan,0
TRABRMJ128E0780E42,Blink-182,A New Hope,-7.315,200.716,1,7,1,225.12281,0.674164746,1997
TRABRMZ128F4261DED,Selena,Como La Flor (2005 Re-mastering) (Live),-7.951,182.168,4,7,0,329.58649,0,0
TRABROW128F9338E5B,Kali,Ponto,-6.26,138.048,4,6,1,349.83138,nan,0
TRABRRN12903CF084B,Vickie Winans,Great Is Thy Faithfulness,-26.626,79.734,1,9,1,287.03302,nan,0
TRABRSM12903CAF98F,John Brown,Party In The Burbs,-3.951,87.453,4,4,0,151.27465,nan,0
TRABSAR128F42324A8,Abysmal Dawn,Compulsory Resurrection,-5.766,125.086,1,7,1,250.3571,0.538200452,2008
TRABSEN128F424AA36,Chaotica,Lobotomy,-6.883,135.072,4,4,0,243.25179,nan,0
TRABSJS128F933BD67,Lara & The Gumbo Lickers,The tears I cried,-8.72,93.425,7,8,1,232.85506,nan,0
TRABSKK128F421A902,Elvin Bishop,Party Til The Cows Come Home,-5.208,150.013,4,7,1,254.56281,0.405115722,2005
TRABSNL128F92E2872,Gordon Jenkins,Don't Cry_ Joe,-11.549,66.988,4,5,1,190.48444,0.265861049,0
TRABSNU128F14AFD7F,1. Futurologischer Congress,La Excursion,-10.918,80.315,5,0,1,107.49342,nan,0
TRABSPB12903D1337A,Asleep At The Wheel,Big Balls And Cow Town,-10.85,126.533,4,0,1,251.37587,0.260338243,0
TRABSUT128F429C161,Neil Innes,Lie Down And Be Counted (2007 Digital Remaster),-10.881,141.116,4,7,1,190.74567,nan,0
TRABSVZ12903CD9E8C,Marcus Miller,Your Amazing Grace (feat. Raul Midón),-9.469,152.194,3,0,1,409.05098,nan,0
TRABSXW128F4233422,Siouxsie,Into A Swan,-6.931,115.033,4,8,1,234.55302,0.590240598,2007
TRABSZH128F428D89E,Claire Hamill,To The Stars,-12.677,178.725,1,9,1,123.71546,0.334706549,0
TRABZCL128E0789AED,Shelby Lynne,Old Times Sake,-15.546,121.773,4,7,1,290.97751,0.392008771,2005
TRABZKU12903CBFE15,Tora Tora,Wasted Love,-8.952,140.984,4,9,0,229.8771,0.300592881,0
TRABZOP128F9316E24,Franz Ferdinand,Eleanor Put Your Boots On,-7.329,143.679,1,7,1,195.13424,nan,2005
TRABZPI12903CEB0EC,Hot Chip,Ass Attack (Four Tet Remix),-6.446,126.14,4,1,1,181.02812,0.33888672,2004
TRABZQU128F92ECDEF,Gal Costa,Canta Brasil,-10.844,137.941,4,9,0,193.35791,nan,1981
TRABZRB128F423EFA9,Kathy Mattea,Sally In the Garden,-16.504,146.894,1,1,0,44.64281,0.323112121,2008
TRABZRZ128F42628AD,James Taylor,Steamroller Blues,-10.086,102.756,3,7,1,324.85832,0.546635489,0
TRABZSI128F9329184,Der Moderne Man,Heute,-8.579,147.679,1,4,1,183.30077,0.270775999,0
TRABZSL128F932A529,Jeff Beck,A Day In The Life (Album Version),-7.74,145.917,1,4,0,286.27546,0.771471753,0
TRABZYK12903D000B2,Taboo,Sous la Tour Eiffel,-6.366,131.968,4,9,0,301.71383,0,0
TRABLGI128F42B867A,Eighteen Visions,Our Darkest Days,-4.806,131.079,4,6,1,172.19873,0.660369706,2006
TRABLHU128F1473B67,Baby Huey & The Baby Sitters,California Dreamin' (LP Version),-10.895,132.973,1,2,0,288.36526,0.476248227,1971
TRABLIM12903CCED5D,Elmore James,Dumb Woman Blues,-10.862,97.03,3,0,1,191.13751,nan,0
TRABLJH12903CD14F8,Rising Lion,Letting You Back In,-9.513,88.137,4,7,1,280.45016,nan,0
TRABLLK128F428FFAF,George Harrison,Hear Me Lord (2001 Digital Remaster),-7.301,133.383,4,6,0,359.73179,nan,0
TRABLMN128E0792687,Weezer,Don't Let Go,-3.637,142.68,4,2,1,180.97587,0.784712266,2001
TRABLND12903CA653B,Rodney O & Joe Cooley,U Don't Hear Me Tho' (Street Mix),-7.041,107.185,4,1,1,217.41669,0.451934553,1993
TRABLOM128F426BE8A,Boots Randolph,Lonely Street,-11.927,101.485,3,0,1,150.20363,0.375984302,1963
TRABLQE128F92E5E75,Jackson United,Undertow,-4.941,90.636,4,11,1,204.93016,0.445454525,2008
TRABLRO128F92EDF9C,The Cosmosamatics,12 Seasons of Love,-13.103,61.487,5,8,1,515.97016,nan,0
TRABLSO128F14A4707,Bobbie Gentry,Courtyard,-13.134,152.434,1,2,1,177.57995,nan,1968
TRABLTP128F930DC6D,Creedence Clearwater Revived,Have You Ever Seen The Rain,-9.224,121.232,4,0,1,257.59302,0.239577511,0
TRABLTX128F42813FD,The Johnny Otis Orchestra,Cry Baby,-20.842,105.268,3,5,1,182.15138,nan,0
TRABLVP128F426EE4A,B.A.D.,Interlude,-5.653,95.655,4,0,1,102.03383,nan,0
TRABLYQ128F429A9F8,Luar Na Lubre,Terra,-8.654,229.913,3,2,0,251.81995,0.400039657,2001
TRABICV128F146AEF8,Terry Snyder,Deep Night/Softly As In A Morning Sunrise (Medley),-12.752,112.097,4,10,0,340.11383,0.525497119,0
TRABIEL128F931E1F2,Marcus Miller,Let Me Show You [I Just Want To Make You Smile],-13.078,125.147,4,0,1,280.13669,0.503381236,1983
TRABIJJ128F426A1C1,Beatnuts,Monster For Music,-10.231,87.634,4,6,1,170.52689,nan,0
TRABIKX128F930CE4F,Ayo,Complain,-11.26,128.689,4,0,1,212.71465,0,2006
TRABIOI12903CD8B9B,Kid Sister,Daydreaming [Jakwob Remix],-3.573,140.026,4,11,0,277.2371,0.573019828,2009
TRABIOZ12903CF3554,Mons Leidvin Takle,Dansende Foran Speilet,-25.146,147.576,1,7,1,120.92036,nan,0
TRABIPA128F1458F79,Public Image Ltd,Ease,-12.091,193.56,4,9,1,492.30322,0.639248489,1985
TRABIQP128F427D0DD,Rise Against,Everchanging,-8.576,122.006,4,11,1,260.8322,nan,2001
TRABISL12903D08B0D,Sizzla,Too much informa,-6.832,190.01,4,7,0,203.96363,nan,2005
TRABIUA128F9349CDF,Richard Galliano,L'insidieuse (Live),-13.481,111.663,4,0,1,309.65506,0.266955186,0
TRABIWU12903CDF3B7,Helen Love,So Hot,-6.746,100.76,4,2,0,81.97179,0.299877488,1994
TRABIZN128F9317EDF,David Mingyue Liang,Youlan_ Lonely Orchid (solo guqin),-16.077,163.67,4,2,0,757.99465,0,0
TRABIZY128F933C696,Pursuit Of Happiness,Forbidden Fruit,-10.324,127.298,4,7,1,196.49261,0,0
TRABHBA128F424CF80,Taint,Hex Breaker,-4.583,92.044,3,1,0,281.46893,0.425124658,2009
TRABHCE128F426361B,VHS Or Beta,The Melting Moon (Edit),-5.893,126.806,4,9,0,224.20853,0.524969055,2004
TRABHFK128F92F1271,Leonard Kwan,Hawaiian Chimes,-17.805,108.912,4,5,1,170.31791,0,0
TRABHKR128F424944A,True Believers,Turn Around,-4.228,160.731,4,6,0,361.53424,0.255519804,0
TRABHNS128F93125B5,Les Hurlements D'leo,L'accordéoniste,-7.693,104.307,3,7,1,182.04689,nan,1999
TRABHTQ128F92DB038,Charanga Forever,Tumba Tumba,-6.622,203.964,5,1,1,367.43791,0,2000
TRABHVF128F425A0C9,Zuzu Bollin,Why don't you eat where you slept last night ?,-19.263,131.683,4,10,1,175.90812,nan,0
TRABHVL128F92EFB0E,Bullet For My Valentine,Suffocating Under Words Of Sorrow (What Can I Do),-2.315,188.924,4,0,1,215.53587,nan,2005
TRABHWW128F424E9D2,The Hit Factory,Im Moving On,-8.299,126.342,3,7,1,234.70975,nan,0
TRABXFI12903CC4E89,THE CHIFFONS,Doctor Of Hearts (Album Version),-7,120.712,3,3,0,166.922,0,0
TRABXGB128F9305C59,S. Solis y Orquesta,La Vida En Rosa,-11.415,63.007,1,0,1,182.20363,0.198586716,0
TRABXHC128F4250CCE,Commander Cody And His Lost Planet Airmen,Crying Time,-16.357,104.823,3,4,1,188.70812,nan,1974
TRABXJO12903CF0E6F,Commissioned,You Can Always Come Home,-8.132,157.869,4,8,1,342.83057,0,0
TRABXLH128F935F8E7,Dee Clark,Little Bitty Pretty One,-9.56,91.704,4,8,1,141.19138,nan,0
TRABXPR128F92F27FE,Cauterize,Shooting Stars,-4.714,97.148,4,1,1,240.43057,0.714329037,2003
TRABXSA128F932BD6F,Laurie Berkner,The Cookie Bakers of the Night,-16.263,144.71,4,5,1,233.45587,0,2001
TRABXSN128F92E7B93,DJ Slugo,Whip It,-9.699,150.056,4,1,1,199.20934,0,0
TRABXTZ128F14A46A3,Joi,The Blessing,-4.141,95.973,4,7,1,333.24363,0.443695061,0
TRABXVE128F4284AFC,Simon & Garfunkel,Citizen Of The Planet,-13.047,151.5,4,7,1,194.35057,0.419674279,2004
TRABXWD128F425AD1E,Beenie Man Featuring Wyclef And Redman,Love Me Now (Rockwilder Remix) (Feat. Wyclef And Redman),-4.541,79.823,5,1,1,228.04853,nan,0
TRABGDA128F92F69BB,Extasick,Misanthrope,-8.933,91.459,4,2,1,134.03383,0,0
TRABGHG128F934B27E,UFO,Chains Chains (Live In Hammersmith),-8.548,116.11,4,7,1,212.61016,nan,0
TRABGIA128F4226F8A,Avril - Remix By Ana Rago,The Date (Remix By Ana Rago),-18.397,85.282,3,6,1,188.39465,nan,2002
TRABGIJ128F92F5EC8,Pat Travers,As My Fire Flies,-7.812,140.872,4,9,1,152.99873,nan,0
TRABGLK128F9338730,SNOWPATROL,We Wish You A Merry Christmas,-8.499,144.003,4,0,0,233.03791,nan,0
TRABGMB12903CF50FE,Die Fantastischen Vier,Böse,-5.165,120.001,4,9,0,149.99465,nan,1991
TRABGOW128F9334C37,Jeanie Lambe & The Danny Moss Quartet,Saturday Night Is The Loneliest Night In The Week,-10.274,168.558,4,8,1,152.0322,nan,0
TRABGQG128F4275A1E,Nelson Ned,A Mi No Me Importa,-12.708,146.061,4,10,1,200.48934,nan,0
TRABGUU128F4227C0A,Yung Joc,BYOB (Explicit Album Version),-5.797,174.019,4,4,0,193.64526,0.304169503,2007
TRABGUV128F9310D99,Philippe Sarde,Le Presbytère n'a rien perdu de son Charme,-22.35,85.691,3,2,0,158.82404,nan,0
TRABGWT128F9334E43,Orquesta Aragón,Ven Morena,-7.113,92.606,4,7,1,173.68771,nan,2003
TRABGYI128F428EDC5,Jason Miles,Brighton by the Sea,-7.467,163.97,4,0,1,269.40036,nan,0
TRABGYU128F422B4D3,State of Chaos,CHAOS INTRO,-18.724,97.619,3,2,1,176.90077,0,0
TRABGZL128F428A25B,Dropkick Murphys,Bloody Pig Pile (Live),-5.386,183.808,4,9,0,196.72771,0.528782481,2002
TRABDDA12903CC007C,Ethel Merman,Small World,-16.994,124.184,1,0,1,135.31383,nan,0
TRABDDP128F92FA843,Leon Russell & New Grass Revival,Truck Driving Man/Down In The Caribbean,-12,157.746,1,5,1,221.30893,nan,0
TRABDSK128F42443F1,Story Of The Year,Swallow The Knife (Live) (Segue),-7.626,100.032,4,6,1,75.57179,0.215080319,2005
TRABDTV128E0791839,Natural Elements,Mayday,-6.318,185.88,4,1,1,338.1024,0.401486711,1998
TRABDVD128F4292CDF,Lisa Lynne,Lake Of Dreams,-12.811,94.031,5,0,1,298.10893,0.673875572,1998
TRABDZC128F42AC23F,Neil Sedaka,Because Of You,-9.448,76.013,3,4,0,170.84036,nan,1999
TRABQBH128F92FAF40,Cache Cache,Only Do for Love,-6.503,125.003,4,3,1,245.49832,nan,0
TRABQDK128F9308F8E,David Hudson,Arrival,-13.462,158.321,4,4,1,320.91383,nan,0
TRABQEB128F4274D24,David Summers,Las Murallas De Jericó,-9.846,132.858,4,0,1,321.33179,0.265861049,0
TRABQEW128F93214A8,Rummage,Megatrend,-6.014,95.503,4,10,0,178.12853,nan,0
TRABQFJ12903CB6C29,Adr Lavey,In The Name of the Father,-6.181,96.007,4,6,1,194.45506,nan,0
TRABQGT128F42566D3,Bill Boyd's Cowboy Ramblers,I Can't Tame Wild Women,-14.816,99.487,4,9,1,203.75465,0.345802234,0
TRABQII12903CDBAFE,Canis Dirus,A Somber Wind from a Distant Shore (Album),-6.435,200.169,3,9,1,722.20689,nan,0
TRABQIR12903CF04AD,Vickie Winans,Little Timmy,-20.284,124.194,7,10,0,358.71302,nan,0
TRABQLO128EF34E48A,Justin,Erica,-15.148,109.702,3,11,0,149.49832,nan,0
TRABQOW128F429AAF8,La Portuaria,Marcando El Ritmo Al Caminar,-11.97,122.113,4,0,1,132.25751,nan,0
TRABQRQ128F92F39A6,Antonis Remos,To Agalma,-9.996,117.671,3,0,0,140.64281,nan,0
TRABQUK12903CF45B1,Percy Faith And His Orchestra,Damisela Encantadora,-17.611,179.264,5,2,1,152.13669,0,0
TRABQVM128F92F7544,Stars Like Fleas,You Are My Memoir,-7.401,103.936,1,5,1,264.51546,0,2007
TRABQYT128F92F02C7,Gaetano Donizetti,Donizetti: Roberto Devereux: L'ore trascorrono...,-22.271,107.536,3,4,1,206.68036,nan,0
TRABQZK128F92F54F4,Shakira,Pienso En Ti,-19.976,115.066,1,4,1,148.1922,0.701124286,1995
TRABQZL12903CEF994,Maysa,This Time I'll Be Sweeter,-8.734,91.191,1,11,1,230.3473,0.334706549,0
TRABONG128EF36206F,Barbarito Diez,Flores Negras,-9.718,85.878,5,0,1,183.43138,0,0
TRABONH128F92D58DA,Aaron Watson,Rollercoaster Ride,-8.942,155.896,4,4,1,217.39057,nan,2008
TRABOOL128F426E836,Mary Black,Turning Away,-9.464,163.567,4,5,0,293.92934,0.511424326,1999
TRABOPD128F422E200,Satan's Host,Metal from Hell...22nd Century,-3.47,121.553,4,11,0,332.7473,0,0
TRABOUV128F149E919,The Impressions,The Girl I Find (LP Version),-10.453,81.586,5,1,1,159.29424,0.392008771,0
TRABOXX128F92F29EB,Owl City,Panda Bear,-7.188,150.066,4,5,0,187.6371,nan,2007
TRABACN128F425B784,Casual,OAKtown,-8.422,106.689,1,4,0,259.44771,0,0
TRABAFJ128F42AF24E,Backstreet Boys,Larger Than Life,-5.12,112.787,4,0,1,236.25098,nan,1999
TRABAFP128F931E9A1,Tiny Tim,I Hold Your Hand In Mine [Live At Royal Albert Hall],-23.996,93.779,3,6,1,43.36281,0,2000
TRABAIO128F42938F9,Kenny G featuring Daryl Hall,Baby Come To Me,-8.041,89.865,4,0,1,236.93016,nan,0
TRABATO128F42627E9,Christos Dantis,Den Pai Alo,-10.957,133.339,4,5,0,243.82649,nan,0
TRABAVQ12903CBF7E0,David Martin,It Wont Be Christmas,-14.835,98.718,4,0,1,241.47546,0,0
TRABAWW128F4250A31,John Davis,Knocked Out Of The Park,-22.289,74.072,1,5,1,183.17016,nan,0
TRABAXL128F424FC50,Trafik,Salt In NYC,-10.683,130.006,4,8,0,424.12363,nan,0
TRABAXR128F426515F,Nick Ingman;Gavyn Wright,Wessex Loses a Bride,-18.703,104.394,3,4,0,111.62077,nan,0
TRABAXV128F92F6AE3,Eddie Calvert,Erica (2005 Digital Remaster),-9.672,159.587,1,4,1,138.63138,0,0
TRABAZH128F930419A,Glad,Blessed Assurance,-10.754,192.702,5,2,1,270.602,0.473346541,1993
TRABNBD128F426FA88,John Frizzell,No Unexpected Guests,-23.685,210.898,4,10,0,133.19791,nan,2002
TRABNDD128F933D3C7,Sister Hazel,Walls And Cannonballs (Album),-6.481,140.259,4,5,1,195.36934,0.603030145,2010
TRABNET128F14560AC,J.J. Cale,Trouble In The City,-18.863,133.398,1,6,0,202.94485,nan,1983
TRABNEV128F92F9F62,Precious Bryant,Dark Angel,-9.131,91.538,4,4,1,193.72363,0.241524482,2005
TRABNEX128F92C9DEA,Kings Of Leon,Knocked Up,-7.714,114.73,4,9,1,466.65098,nan,2007
TRABNIP12903CB604F,Selena,Ven Conmigo/Perdoname (Live),-5.68,106.438,1,9,0,388.51873,0,0
TRABNIQ128F4261298,Brooke Valentine,Taste Of Dis (Explicit Version),-6.825,111.936,4,1,1,261.53751,0.215080319,2005
TRABNLE128EF34B85D,Krystof,Prvni vesela,-7.499,93.015,4,2,1,262.55628,0.457447167,2006
TRABNNO128F9342FE3,Claire Hamill,If You'd Only Talk To Me (Bonus Track),-10.225,101.662,4,9,1,205.42649,nan,0
TRABNQN128F4271546,Los Originales De San Juan,Librado Maldonado,-7.711,179.502,3,5,1,263.6273,nan,0
TRABNRG128F425E087,Black Flag,Crass Commercialism,-18.91,70.649,5,0,1,1030.19057,0.499445835,1982
TRABCAJ12903CDFCC2,Luna Orbit Project,Midnight Star,-7.427,139.993,4,5,0,335.51628,nan,0
TRABCEC128F426456E,Danilo Perez,Native Soul,-16.113,159.233,1,7,1,197.19791,0.253834736,2003
TRABCEI128F424C983,Line Renaud,Der Kleine Dompfaff,-9.843,124.75,3,1,1,152.92036,nan,0
TRABCFL128F149BB0D,King Curtis,A Whiter Shade Of Pale (Live @ Fillmore West),-17.492,100.415,4,0,1,326.00771,0.662493161,0
TRABCIX128F4265903,Sophie B. Hawkins,The Ballad Of Sleeping Beauty,-6.301,105.003,4,9,1,305.162,0.599660358,1994
TRABCKL128F423A778,Lupe Fiasco,Streets On Fire (Explicit Album Version),-6.294,110.218,4,7,0,279.97995,0.888813538,0
TRABCPZ128F4275C32,Wilks,Music is what we love,-7.64,88.973,4,10,0,261.51138,nan,0
